transaction_id,client_id,amount,transaction_type,timestamp,client_country,counterparty_country,ofac_match_flag,fatf_country_flag,structuring_pattern_flag,rapid_movement_flag,trade_mispricing_flag,transaction_risk_score,client_risk_score,overall_risk_score,anomaly_flag,risk_level,case_id,status,priority,investigator
13155,1140,139674.59,SWIFT,2025-08-01 23:04:43,Singapore,United Kingdom,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00550,OPEN,MEDIUM,Unassigned
13178,1785,5806.5,ACH,2025-07-23 04:21:12,United States,Syria,1,0,0,0,0,40,50.0,90.0,-1,HIGH,CASE-00551,OPEN,HIGH,Unassigned
13207,871,66893.32,SWIFT,2025-09-23 11:10:24,United States,Singapore,0,0,0,0,0,0,20.0,20.0,-1,LOW,CASE-00552,OPEN,MEDIUM,Unassigned
13269,1186,1852.22,ACH,2025-09-09 05:37:40,India,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00553,OPEN,HIGH,Unassigned
13281,710,73999.62,Check,2025-09-12 23:59:09,Afghanistan,Canada,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00554,OPEN,MEDIUM,Unassigned
13289,310,1882.78,ACH,2025-09-30 02:08:17,Canada,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00555,OPEN,HIGH,Unassigned
13329,1350,614.84,Wire,2025-09-21 16:33:36,Singapore,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00556,OPEN,HIGH,Unassigned
13332,562,1149.09,Check,2025-08-17 19:23:57,Singapore,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00557,OPEN,HIGH,Unassigned
13362,1982,7063.64,Check,2025-08-31 23:19:12,United Kingdom,Iran,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-00558,OPEN,MEDIUM,Unassigned
13364,94,950.78,Check,2025-09-16 23:23:35,Netherlands,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00559,OPEN,HIGH,Unassigned
13382,1283,1023.22,ACH,2025-08-31 20:46:52,Venezuela,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00560,OPEN,HIGH,Unassigned
13413,464,774.17,ACH,2025-09-24 06:17:07,Russia,Russia,1,0,0,1,0,55,0.0,55.0,1,MEDIUM,CASE-00561,OPEN,MEDIUM,Unassigned
13426,1879,943.71,Wire,2025-07-19 11:08:24,Australia,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00562,OPEN,HIGH,Unassigned
13465,1785,26986.78,Check,2025-08-25 05:57:13,United States,Venezuela,1,0,0,0,0,40,50.0,90.0,-1,HIGH,CASE-00563,OPEN,HIGH,Unassigned
13492,1433,158.81,Check,2025-09-14 23:32:55,Venezuela,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00564,OPEN,HIGH,Unassigned
13499,1222,2004.66,Check,2025-09-27 14:12:46,United Arab Emirates,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00565,OPEN,HIGH,Unassigned
13515,1787,4301.1,SWIFT,2025-07-24 13:13:09,Sudan,North Korea,1,1,0,0,0,60,30.0,90.0,-1,HIGH,CASE-00566,OPEN,HIGH,Unassigned
13529,555,1120.63,Wire,2025-07-30 14:04:07,Singapore,North Korea,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-00567,OPEN,MEDIUM,Unassigned
13533,1505,1454.64,Check,2025-08-09 11:10:15,Germany,Venezuela,1,0,0,0,0,40,25.0,65.0,1,MEDIUM,CASE-00568,OPEN,MEDIUM,Unassigned
13535,962,38115.94,Wire,2025-07-07 22:42:30,Iran,Canada,0,0,0,0,0,0,40.0,40.0,-1,MEDIUM,CASE-00569,OPEN,MEDIUM,Unassigned
13537,832,2738.54,SWIFT,2025-07-14 02:16:42,Sudan,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00570,OPEN,HIGH,Unassigned
13562,1206,3265.61,Wire,2025-08-14 03:02:24,Japan,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00571,OPEN,HIGH,Unassigned
13569,1819,30955.3,Check,2025-07-06 04:43:26,Russia,United Kingdom,0,0,0,0,0,0,45.0,45.0,-1,MEDIUM,CASE-00572,OPEN,MEDIUM,Unassigned
13576,1026,3921.39,Wire,2025-08-22 10:50:11,India,North Korea,1,1,0,0,0,60,30.0,90.0,-1,HIGH,CASE-00573,OPEN,HIGH,Unassigned
13606,1805,119064.7,Check,2025-08-12 08:56:13,United Kingdom,United States,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00574,OPEN,MEDIUM,Unassigned
13624,779,93190.94,Check,2025-09-19 15:49:53,France,Singapore,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00575,OPEN,MEDIUM,Unassigned
13641,944,2804.39,SWIFT,2025-09-28 05:24:56,Australia,Afghanistan,0,0,0,1,0,15,55.0,70.0,1,HIGH,CASE-00576,OPEN,HIGH,Unassigned
13695,1288,3639.0,Check,2025-08-19 22:58:11,Australia,Iran,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-00577,OPEN,MEDIUM,Unassigned
13702,1849,2749.84,Wire,2025-08-28 14:38:08,North Korea,Afghanistan,0,0,0,0,0,0,50.0,50.0,1,MEDIUM,CASE-00578,OPEN,MEDIUM,Unassigned
13738,1663,627.74,Wire,2025-09-10 22:21:55,Syria,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00579,OPEN,HIGH,Unassigned
13800,1702,7287.82,Check,2025-07-08 22:09:44,Switzerland,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00580,OPEN,HIGH,Unassigned
13824,585,40.13,Wire,2025-09-29 00:44:14,Japan,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00581,OPEN,HIGH,Unassigned
13834,204,28181.65,ACH,2025-09-19 18:59:33,Venezuela,United States,0,0,0,0,0,0,45.0,45.0,-1,MEDIUM,CASE-00582,OPEN,MEDIUM,Unassigned
13857,1081,77941.32,Check,2025-08-20 16:02:02,North Korea,United Arab Emirates,0,0,0,0,0,0,30.0,30.0,-1,LOW,CASE-00583,OPEN,MEDIUM,Unassigned
13866,145,504.92,SWIFT,2025-07-07 12:45:48,Afghanistan,North Korea,1,1,0,0,0,60,10.0,70.0,1,HIGH,CASE-00584,OPEN,HIGH,Unassigned
13895,1280,68863.99,Check,2025-07-12 18:43:01,Russia,United Arab Emirates,0,0,0,0,0,0,20.0,20.0,-1,LOW,CASE-00585,OPEN,MEDIUM,Unassigned
13896,1787,2597.24,Wire,2025-08-09 23:01:09,Sudan,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00586,OPEN,HIGH,Unassigned
13902,1779,1281.0,Wire,2025-07-06 22:57:45,Lebanon,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00587,OPEN,HIGH,Unassigned
13903,1026,11.95,Check,2025-09-04 00:27:09,India,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00588,OPEN,HIGH,Unassigned
13923,665,45998.38,Wire,2025-07-12 19:41:18,Lebanon,Iran,1,1,0,0,0,60,55.0,115.0,-1,HIGH,CASE-00589,OPEN,HIGH,Unassigned
13928,1206,17524.57,SWIFT,2025-09-29 21:09:01,Japan,Sudan,1,0,0,0,0,40,30.0,70.0,-1,HIGH,CASE-00590,OPEN,HIGH,Unassigned
13939,845,113041.97,SWIFT,2025-09-21 12:01:04,Netherlands,Netherlands,0,0,0,0,0,0,25.0,25.0,-1,LOW,CASE-00591,OPEN,MEDIUM,Unassigned
13944,1849,369.14,Check,2025-08-28 01:21:51,North Korea,Sudan,1,0,0,1,0,55,50.0,105.0,-1,HIGH,CASE-00592,OPEN,HIGH,Unassigned
13975,179,2165.48,SWIFT,2025-08-24 11:02:04,Iran,India,0,0,0,1,0,15,45.0,60.0,1,MEDIUM,CASE-00593,OPEN,MEDIUM,Unassigned
13994,74,73147.16,SWIFT,2025-07-03 11:37:11,Switzerland,France,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00594,OPEN,MEDIUM,Unassigned
14058,751,607.78,ACH,2025-07-10 22:56:28,Russia,North Korea,1,1,0,0,0,60,50.0,110.0,-1,HIGH,CASE-00595,OPEN,HIGH,Unassigned
14068,420,61577.15,Wire,2025-07-29 18:37:01,Singapore,Iran,1,1,0,0,0,60,0.0,60.0,-1,MEDIUM,CASE-00596,OPEN,MEDIUM,Unassigned
14070,1787,8768.48,Wire,2025-07-14 04:12:56,Sudan,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00597,OPEN,HIGH,Unassigned
14089,8,1631.3,SWIFT,2025-08-27 17:47:00,Canada,North Korea,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-00598,OPEN,MEDIUM,Unassigned
14097,1787,472.1,SWIFT,2025-07-04 10:09:11,Sudan,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00599,OPEN,HIGH,Unassigned
14111,585,1159.62,SWIFT,2025-08-29 21:27:36,Japan,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00600,OPEN,HIGH,Unassigned
14139,1999,96372.44,ACH,2025-07-25 09:54:57,Japan,Japan,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00601,OPEN,MEDIUM,Unassigned
14205,1201,850.44,Wire,2025-08-25 17:32:58,Germany,North Korea,1,1,0,0,0,60,10.0,70.0,1,HIGH,CASE-00602,OPEN,HIGH,Unassigned
14211,971,5242.04,SWIFT,2025-08-03 04:46:18,India,Singapore,0,0,0,1,0,15,45.0,60.0,1,MEDIUM,CASE-00603,OPEN,MEDIUM,Unassigned
14222,455,63456.46,SWIFT,2025-07-09 14:28:17,Venezuela,Japan,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00604,OPEN,MEDIUM,Unassigned
14247,1154,60725.13,ACH,2025-08-16 10:03:54,Venezuela,United Arab Emirates,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00605,OPEN,MEDIUM,Unassigned
14261,1350,348.27,Check,2025-09-07 09:11:38,Singapore,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00606,OPEN,HIGH,Unassigned
14277,1702,986.09,ACH,2025-09-18 07:58:51,Switzerland,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00607,OPEN,HIGH,Unassigned
14297,822,2373.72,SWIFT,2025-07-10 02:26:40,Lebanon,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00608,OPEN,HIGH,Unassigned
14332,1765,70091.63,ACH,2025-07-11 03:48:59,India,Switzerland,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00609,OPEN,MEDIUM,Unassigned
14346,1421,867.02,ACH,2025-07-19 08:59:25,United States,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00610,OPEN,HIGH,Unassigned
14363,1660,3964.89,ACH,2025-08-22 01:07:02,Russia,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00611,OPEN,HIGH,Unassigned
14373,1027,1935.23,SWIFT,2025-07-14 19:01:46,Russia,Venezuela,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00612,OPEN,HIGH,Unassigned
14426,1632,2072.86,Wire,2025-08-17 03:21:15,Russia,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00613,OPEN,HIGH,Unassigned
14429,1141,136872.56,ACH,2025-08-23 07:21:59,Venezuela,China,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00614,OPEN,MEDIUM,Unassigned
14447,731,2839.01,SWIFT,2025-09-14 10:58:58,Syria,Sudan,1,0,0,0,0,40,55.0,95.0,-1,HIGH,CASE-00615,OPEN,HIGH,Unassigned
14524,944,50796.28,SWIFT,2025-09-10 00:58:50,Australia,Iran,1,1,0,0,0,60,55.0,115.0,-1,HIGH,CASE-00616,OPEN,HIGH,Unassigned
14528,447,57451.45,Check,2025-07-07 13:27:14,Iran,Germany,0,0,0,0,0,0,20.0,20.0,-1,LOW,CASE-00617,OPEN,MEDIUM,Unassigned
14587,1593,1422.14,SWIFT,2025-07-03 16:24:39,France,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00618,OPEN,HIGH,Unassigned
14613,1962,922.44,Check,2025-09-21 08:53:15,Switzerland,Venezuela,1,0,0,0,0,40,10.0,50.0,1,MEDIUM,CASE-00619,OPEN,MEDIUM,Unassigned
14619,646,274.91,Check,2025-07-10 06:40:50,North Korea,Sudan,1,0,0,0,0,40,20.0,60.0,1,MEDIUM,CASE-00620,OPEN,MEDIUM,Unassigned
14634,1684,77923.27,Wire,2025-07-18 00:30:41,Russia,Switzerland,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00621,OPEN,MEDIUM,Unassigned
14636,1076,1791.39,ACH,2025-07-06 15:22:59,Switzerland,Syria,1,0,0,0,0,40,20.0,60.0,1,MEDIUM,CASE-00622,OPEN,MEDIUM,Unassigned
14672,886,623.8,ACH,2025-08-10 09:18:17,North Korea,Japan,0,0,0,0,0,0,65.0,65.0,1,MEDIUM,CASE-00623,OPEN,MEDIUM,Unassigned
14686,751,10121.82,SWIFT,2025-08-10 16:16:50,Russia,Sudan,1,0,0,0,0,40,50.0,90.0,-1,HIGH,CASE-00624,OPEN,HIGH,Unassigned
14691,585,1912.58,ACH,2025-09-23 07:23:37,Japan,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00625,OPEN,HIGH,Unassigned
14732,164,2825.65,SWIFT,2025-09-26 07:06:31,United States,Iran,1,1,0,0,0,60,40.0,100.0,-1,HIGH,CASE-00626,OPEN,HIGH,Unassigned
14812,1027,10004.14,Check,2025-08-12 09:59:22,Russia,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00627,OPEN,HIGH,Unassigned
14873,1957,58609.46,SWIFT,2025-09-23 09:32:41,India,Singapore,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00628,OPEN,MEDIUM,Unassigned
14891,1429,1128.16,Wire,2025-08-23 17:15:34,India,North Korea,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-00629,OPEN,MEDIUM,Unassigned
14984,1133,62434.11,Wire,2025-07-31 15:34:45,North Korea,India,0,0,0,0,0,0,20.0,20.0,-1,LOW,CASE-00630,OPEN,MEDIUM,Unassigned
14993,556,22958.59,ACH,2025-08-01 14:29:31,Iran,Sudan,1,0,0,0,0,40,20.0,60.0,-1,MEDIUM,CASE-00631,OPEN,MEDIUM,Unassigned
15020,1167,2553.79,SWIFT,2025-08-24 20:22:04,United States,North Korea,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-00632,OPEN,MEDIUM,Unassigned
15025,1186,739.05,SWIFT,2025-09-12 23:12:57,India,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00633,OPEN,HIGH,Unassigned
15027,822,23507.4,Wire,2025-09-14 05:24:54,Lebanon,North Korea,1,1,0,0,0,60,30.0,90.0,-1,HIGH,CASE-00634,OPEN,HIGH,Unassigned
15049,1601,9808.67,ACH,2025-08-26 00:21:19,Syria,Australia,0,0,1,0,0,15,35.0,50.0,1,MEDIUM,CASE-00635,OPEN,MEDIUM,Unassigned
15099,1964,62514.2,Check,2025-07-04 14:11:38,France,India,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00636,OPEN,MEDIUM,Unassigned
15157,1245,107754.6,ACH,2025-08-05 17:40:50,Canada,Canada,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00637,OPEN,MEDIUM,Unassigned
15230,569,1112.45,SWIFT,2025-07-24 01:15:22,Syria,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00638,OPEN,HIGH,Unassigned
15243,1791,1685.24,Wire,2025-09-24 11:13:37,Syria,North Korea,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-00639,OPEN,MEDIUM,Unassigned
15304,698,95571.95,SWIFT,2025-09-22 16:26:21,Sudan,United Arab Emirates,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00640,OPEN,MEDIUM,Unassigned
15317,624,55234.53,SWIFT,2025-07-22 08:36:18,Switzerland,United Arab Emirates,0,0,0,1,0,15,0.0,15.0,-1,LOW,CASE-00641,OPEN,MEDIUM,Unassigned
15330,1596,83204.64,SWIFT,2025-08-16 12:09:35,Singapore,China,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00642,OPEN,MEDIUM,Unassigned
15370,1186,2557.0,ACH,2025-09-01 18:40:38,India,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00643,OPEN,HIGH,Unassigned
15372,1288,63306.32,SWIFT,2025-07-24 00:30:07,Australia,France,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00644,OPEN,MEDIUM,Unassigned
15379,10,88228.0,SWIFT,2025-09-23 05:04:12,Syria,France,0,0,0,0,0,0,10.0,10.0,-1,LOW,CASE-00645,OPEN,MEDIUM,Unassigned
15389,1663,3572.96,Check,2025-09-21 06:24:32,Syria,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00646,OPEN,HIGH,Unassigned
15417,622,1298.19,ACH,2025-09-24 04:42:25,United States,Iran,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-00647,OPEN,MEDIUM,Unassigned
15423,113,5439.94,ACH,2025-09-27 14:52:36,United Arab Emirates,Iran,1,1,0,0,0,60,20.0,80.0,1,HIGH,CASE-00648,OPEN,HIGH,Unassigned
15440,290,126766.17,Check,2025-09-12 20:09:05,Switzerland,Switzerland,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00649,OPEN,MEDIUM,Unassigned
15496,1350,8694.96,Check,2025-07-16 12:28:45,Singapore,Iran,1,1,0,1,0,75,30.0,105.0,-1,HIGH,CASE-00650,OPEN,HIGH,Unassigned
15505,1743,2247.18,Check,2025-07-23 18:35:38,Syria,Iran,1,1,0,0,0,60,20.0,80.0,1,HIGH,CASE-00651,OPEN,HIGH,Unassigned
15508,553,7157.62,SWIFT,2025-07-03 22:33:35,Iran,United Arab Emirates,0,0,0,1,0,15,40.0,55.0,1,MEDIUM,CASE-00652,OPEN,MEDIUM,Unassigned
15528,1271,33022.42,SWIFT,2025-08-25 02:47:36,United States,Venezuela,1,0,0,1,0,55,0.0,55.0,-1,MEDIUM,CASE-00653,OPEN,MEDIUM,Unassigned
15609,1053,2924.35,SWIFT,2025-09-15 06:20:49,Iran,Sudan,1,0,0,0,0,40,20.0,60.0,1,MEDIUM,CASE-00654,OPEN,MEDIUM,Unassigned
15627,837,220.62,Check,2025-08-07 18:19:23,Venezuela,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00655,OPEN,HIGH,Unassigned
15634,1026,1292.55,Wire,2025-08-12 02:58:12,India,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00656,OPEN,HIGH,Unassigned
15652,1849,3727.56,Wire,2025-09-30 22:20:34,North Korea,Syria,1,0,0,0,0,40,50.0,90.0,-1,HIGH,CASE-00657,OPEN,HIGH,Unassigned
15661,380,1445.11,SWIFT,2025-07-12 11:16:59,China,Iran,1,1,0,1,0,75,0.0,75.0,1,HIGH,CASE-00658,OPEN,HIGH,Unassigned
15690,247,4364.76,SWIFT,2025-07-11 20:29:59,France,Sudan,1,0,0,0,0,40,10.0,50.0,1,MEDIUM,CASE-00659,OPEN,MEDIUM,Unassigned
15700,1046,159.28,Wire,2025-09-23 23:31:19,Netherlands,Iran,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-00660,OPEN,MEDIUM,Unassigned
15706,714,311.89,SWIFT,2025-09-24 07:25:31,France,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00661,OPEN,HIGH,Unassigned
15737,164,1402.21,Check,2025-07-14 15:05:05,United States,North Korea,1,1,0,0,0,60,40.0,100.0,-1,HIGH,CASE-00662,OPEN,HIGH,Unassigned
15741,1787,40271.58,Wire,2025-09-30 15:26:56,Sudan,Lebanon,0,0,0,0,0,0,30.0,30.0,-1,LOW,CASE-00663,OPEN,MEDIUM,Unassigned
15814,1732,1002.19,SWIFT,2025-07-24 15:28:24,India,Sudan,1,0,0,0,0,40,10.0,50.0,1,MEDIUM,CASE-00664,OPEN,MEDIUM,Unassigned
15834,812,11291.73,Check,2025-09-06 15:05:00,Japan,Iran,1,1,0,0,0,60,20.0,80.0,-1,HIGH,CASE-00665,OPEN,HIGH,Unassigned
15864,1787,4807.23,ACH,2025-09-06 21:58:19,Sudan,Venezuela,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00666,OPEN,HIGH,Unassigned
15867,1529,100190.41,ACH,2025-09-22 02:25:37,Russia,China,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00667,OPEN,MEDIUM,Unassigned
15881,860,78046.38,SWIFT,2025-08-17 21:12:57,Netherlands,Netherlands,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00668,OPEN,MEDIUM,Unassigned
15908,383,49972.74,Check,2025-09-28 13:15:32,Iran,United Arab Emirates,0,0,0,0,0,0,45.0,45.0,-1,MEDIUM,CASE-00669,OPEN,MEDIUM,Unassigned
15918,1879,1229.08,Wire,2025-08-16 18:19:35,Australia,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00670,OPEN,HIGH,Unassigned
15925,509,91181.41,Check,2025-09-29 22:58:27,Syria,United States,0,0,0,0,0,0,10.0,10.0,-1,LOW,CASE-00671,OPEN,MEDIUM,Unassigned
15946,1026,151784.67,Wire,2025-09-01 00:01:52,India,North Korea,1,1,0,0,0,60,30.0,90.0,-1,HIGH,CASE-00672,OPEN,HIGH,Unassigned
15947,242,72660.84,Check,2025-08-04 02:59:09,Japan,United Kingdom,0,0,0,0,0,0,10.0,10.0,-1,LOW,CASE-00673,OPEN,MEDIUM,Unassigned
15955,886,1771.2,Wire,2025-08-12 15:59:07,North Korea,United Kingdom,0,0,0,0,0,0,65.0,65.0,1,MEDIUM,CASE-00674,OPEN,MEDIUM,Unassigned
15965,661,38402.52,Wire,2025-08-24 13:34:21,Switzerland,Sudan,1,0,0,0,0,40,30.0,70.0,-1,HIGH,CASE-00675,OPEN,HIGH,Unassigned
15984,1805,81677.84,Check,2025-07-06 07:06:16,United Kingdom,Germany,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00676,OPEN,MEDIUM,Unassigned
16013,1931,73593.57,Check,2025-09-11 09:37:52,Singapore,Germany,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00677,OPEN,MEDIUM,Unassigned
16048,1055,53837.92,SWIFT,2025-09-23 04:10:12,India,United States,0,0,0,0,0,0,10.0,10.0,-1,LOW,CASE-00678,OPEN,MEDIUM,Unassigned
16058,809,69951.24,Check,2025-07-16 12:36:49,Australia,Switzerland,0,0,0,0,0,0,10.0,10.0,-1,LOW,CASE-00679,OPEN,MEDIUM,Unassigned
16076,996,1606.12,ACH,2025-07-17 05:08:25,Japan,Iran,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-00680,OPEN,MEDIUM,Unassigned
16130,1601,9919.09,Wire,2025-07-23 04:33:04,Syria,China,0,0,1,0,0,15,35.0,50.0,1,MEDIUM,CASE-00681,OPEN,MEDIUM,Unassigned
16150,1829,42307.42,Wire,2025-09-18 23:43:58,Syria,United States,0,0,0,0,0,0,25.0,25.0,-1,LOW,CASE-00682,OPEN,MEDIUM,Unassigned
16160,117,1091.32,SWIFT,2025-09-21 15:30:21,Venezuela,Syria,1,0,0,0,0,40,25.0,65.0,1,MEDIUM,CASE-00683,OPEN,MEDIUM,Unassigned
16161,87,71006.82,ACH,2025-08-20 23:48:19,India,United States,0,0,0,0,0,0,10.0,10.0,-1,LOW,CASE-00684,OPEN,MEDIUM,Unassigned
16166,1782,1942.57,SWIFT,2025-07-31 16:58:28,India,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00685,OPEN,HIGH,Unassigned
16184,938,75491.91,Check,2025-09-24 00:15:28,Germany,Singapore,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00686,OPEN,MEDIUM,Unassigned
16185,1350,2560.58,Check,2025-09-07 21:01:43,Singapore,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00687,OPEN,HIGH,Unassigned
16192,838,52694.35,Check,2025-07-06 17:02:12,Canada,Singapore,0,0,0,0,0,0,25.0,25.0,-1,LOW,CASE-00688,OPEN,MEDIUM,Unassigned
16200,911,42.63,Check,2025-08-28 03:06:56,Venezuela,Venezuela,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00689,OPEN,HIGH,Unassigned
16203,1222,129595.05,Wire,2025-09-16 07:48:23,United Arab Emirates,Lebanon,0,0,0,0,0,0,30.0,30.0,-1,LOW,CASE-00690,OPEN,MEDIUM,Unassigned
16217,1011,69.74,SWIFT,2025-07-11 01:06:28,Canada,Syria,1,0,0,1,0,55,0.0,55.0,1,MEDIUM,CASE-00691,OPEN,MEDIUM,Unassigned
16231,1615,58119.87,ACH,2025-07-06 06:00:48,United Kingdom,United Kingdom,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-00692,OPEN,MEDIUM,Unassigned
16268,585,109805.41,ACH,2025-07-13 21:46:28,Japan,Lebanon,0,0,0,0,1,10,30.0,40.0,-1,MEDIUM,CASE-00693,OPEN,MEDIUM,Unassigned
16284,147,56374.04,Wire,2025-08-25 04:35:02,Russia,United States,0,0,0,0,0,0,10.0,10.0,-1,LOW,CASE-00694,OPEN,MEDIUM,Unassigned
16293,714,21.19,Check,2025-09-27 18:31:38,France,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00695,OPEN,HIGH,Unassigned
16311,403,4929.92,Wire,2025-09-04 05:22:00,Syria,Venezuela,1,0,0,0,0,40,65.0,105.0,-1,HIGH,CASE-00696,OPEN,HIGH,Unassigned
16369,891,48954.77,ACH,2025-08-27 20:18:36,Afghanistan,Germany,0,0,0,0,0,0,25.0,25.0,-1,LOW,CASE-00697,OPEN,MEDIUM,Unassigned
16371,1771,111.07,Check,2025-08-23 20:32:34,United Arab Emirates,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-00698,OPEN,HIGH,Unassigned
16382,656,1201.51,Wire,2025-08-03 18:06:59,Australia,Iran,1,1,0,0,0,60,10.0,70.0,1,HIGH,CASE-00699,OPEN,HIGH,Unassigned
16442,130,46926.16,ACH,2025-08-08 05:41:50,Iran,Switzerland,0,0,0,0,0,0,45.0,45.0,-1,MEDIUM,CASE-00700,OPEN,MEDIUM,Unassigned
16490,1710,55248.93,Check,2025-09-11 09:06:05,Lebanon,Netherlands,0,0,0,0,0,0,25.0,25.0,-1,LOW,CASE-00701,OPEN,MEDIUM,Unassigned
16522,661,9957.71,ACH,2025-09-19 09:21:11,Switzerland,Venezuela,1,0,1,0,0,55,30.0,85.0,-1,HIGH,CASE-00702,OPEN,HIGH,Unassigned
16527,1264,163.89,SWIFT,2025-07-10 19:09:08,Japan,Iran,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-00703,OPEN,MEDIUM,Unassigned
16529,1538,542.47,Check,2025-09-01 08:34:03,Afghanistan,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-00704,OPEN,HIGH,Unassigned
16533,1090,1439.97,ACH,2025-08-29 12:55:53,United Arab Emirates,Russia,1,0,0,0,0,40,10.0,50.0,1,MEDIUM,CASE-00705,OPEN,MEDIUM,Unassigned
